Transaction ID,Customer ID,Customer Name,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
TXN_4243672,CUST_10,David Smith,Beverages,Item_15_BEV,5.89,10.00,$58.90,Digital Wallet,Online,15/04/2024,FALSE
TXN_3331453,CUST_11,Angela Calderon,Food,Item_0_MISC,8.81,7.00,$61.67,CreditCard,In-store,08/03/2024,FALSE
TXN_6474879,CUST_30,Laura Gilbert,Food,Item_0_MISC,32.83,8.00,$262.64,CreditCard,In-store,28/05/2025,TRUE
TXN_2915399,CUST_35,Vincent Murray,Milk Products,Item_17_MILK,7.38,8.00,$59.04,Credit Card,In-store,20/05/2023,UNKNOWN
TXN_4377012,CUST_19,Chad Jimenez,Patisserie,Item_10_PAT,5.11,10.00,$51.10,Credit Card,In-store,20/12/2023,FALSE
TXN_5856303,CUST_04,Deanna Becker,Butchers,Item_13_BUT,19.52,3.00,$58.56,Digital Wallet,In-store,14/01/2026,UNKNOWN
TXN_6251366,CUST_38,Cynthia Garcia,Patisserie,Item_0_MISC,21.19,1.00,$21.19,Cash,Online,17/09/2024,FALSE
TXN_9084678,CUST_05,Ashley Foster,Furniture,Item_17_FUR,13.85,1.00,$13.85,Digital Wallet,In-store,17/08/2025,UNKNOWN
TXN_8160766,CUST_42,Jon Nielsen,Beverages,Item_15_BEV,20.77,1.00,$20.77,Cash,Online,01/05/2024,TRUE
TXN_2288919,CUST_27,Aaron Alvarez,Milk Products,Item_17_MILK,24.18,9.00,$217.62,Credit Card,Online,10/05/2023,TRUE
TXN_9147795,CUST_47,Dean Ruiz,Milk Products,Item_0_MISC,17.38,4.00,$69.52,Cash,Online,27/10/2025,UNKNOWN
TXN_8344486,CUST_22,Joshua Wells,Milk Products,Item_0_MISC,18.20,2.00,$36.40,CreditCard,In-store,17/02/2026,UNKNOWN
TXN_4489137,CUST_03,Suzanne Roy,Food,Item_2_FOOD,23.63,5.00,$118.15,Digital Wallet,In-store,25/03/2024,UNKNOWN
TXN_4610395,CUST_41,Nicole Barron,Milk Products,Item_17_MILK,31.29,5.00,$156.45,Cash,Online,31/12/2024,UNKNOWN
TXN_2921532,CUST_12,Susan Cervantes,Furniture,UNKNOWN,9.73,8.00,$77.84,Digital Wallet,In-store,16/09/2025,TRUE
TXN_9064405,CUST_18,Thomas Williams,Patisserie,Item_10_PAT,26.43,4.00,$105.72,Cash,Online,22/01/2025,UNKNOWN
TXN_1888272,CUST_42,Christy Frank,Furniture,Item_16_FUR,10.04,1.00,$10.04,Credit Card,In-store,09/06/2025,TRUE
TXN_8811863,CUST_48,Denise Reyes,Patisserie,Item_10_PAT,13.86,4.00,$55.44,CreditCard,Online,07/07/2023,TRUE
TXN_6815304,CUST_17,Tanya Melton,Beverages,Item_15_BEV,29.77,3.00,$89.31,Digital Wallet,Online,26/04/2024,TRUE
TXN_3457118,CUST_37,Justin Rivera,Patisserie,Item_0_MISC,25.24,5.00,$126.20,CreditCard,Online,26/12/2025,UNKNOWN
TXN_6159940,CUST_48,Dakota Scott,Food,Item_2_FOOD,21.06,3.00,$63.18,CreditCard,In-store,12/08/2023,FALSE
TXN_2532852,CUST_02,Amber Mason,Furniture,Item_16_FUR,22.95,7.00,$160.65,Cash,Online,27/07/2025,UNKNOWN
TXN_5677085,CUST_39,Danielle Mcgrath,Milk Products,Item_0_MISC,32.64,1.00,$32.64,Cash,Online,08/10/2024,TRUE
TXN_3370167,CUST_33,Jason Werner,Patisserie,Item_11_PAT,27.12,7.00,$189.84,Credit Card,In-store,26/01/2024,FALSE
TXN_3541721,CUST_46,Melanie Kelley,Milk Products,Item_0_MISC,5.33,8.00,$42.64,Cash,Online,19/12/2023,UNKNOWN
TXN_2528490,CUST_40,Carly Murillo,Furniture,Item_16_FUR,31.49,2.00,$62.98,Digital Wallet,In-store,23/03/2023,UNKNOWN
TXN_1936978,CUST_30,Amy Williams,Beverages,Item_0_MISC,7.02,6.00,$42.12,Cash,In-store,04/12/2025,TRUE
TXN_3291004,CUST_17,Tasha Townsend,Furniture,Item_16_FUR,31.43,5.00,$157.15,Digital Wallet,Online,19/09/2025,TRUE
TXN_6789587,CUST_46,Calvin Navarro MD,Patisserie,Item_11_PAT,28.74,7.00,$201.18,Digital Wallet,In-store,13/09/2024,UNKNOWN
TXN_6887769,CUST_33,Rebekah Thomas,Patisserie,Item_0_MISC,6.85,10.00,$68.50,Cash,In-store,10/02/2026,FALSE
TXN_4650878,CUST_25,Theresa Hernandez,Beverages,Item_16_BEV,15.27,6.00,$91.62,Cash,Online,03/08/2024,UNKNOWN
TXN_2309260,CUST_21,Ryan Luna,Milk Products,UNKNOWN,27.21,10.00,$272.10,Credit Card,In-store,17/05/2023,TRUE
TXN_4262748,CUST_48,Mark Larson,Butchers,Item_13_BUT,8.95,10.00,$89.50,CreditCard,In-store,09/04/2025,UNKNOWN
TXN_8230787,CUST_06,Daniel Hill,Food,Item_2_FOOD,16.15,4.00,$64.60,Cash,Online,26/07/2025,TRUE
TXN_1934516,CUST_42,Robert Brown,Food,UNKNOWN,5.49,8.00,$43.92,Credit Card,Online,24/01/2024,FALSE
TXN_6135330,CUST_25,Susan Long,Food,Item_0_MISC,15.35,2.00,$30.70,Cash,Online,04/02/2025,UNKNOWN
TXN_8553551,CUST_11,Eduardo Austin,Milk Products,Item_18_MILK,10.83,4.00,$43.32,CreditCard,Online,10/05/2025,FALSE
TXN_8051511,CUST_03,Mrs. Tiffany Morris,Food,Item_0_MISC,25.87,7.00,$181.09,Credit Card,In-store,01/05/2025,TRUE
TXN_4629425,CUST_45,Rachel Mitchell,Patisserie,Item_0_MISC,15.09,8.00,$120.72,Credit Card,Online,08/06/2025,UNKNOWN
TXN_5056748,CUST_24,Bryan Singh,Food,Item_1_FOOD,6.02,1.00,$6.02,CreditCard,In-store,26/01/2026,FALSE
TXN_3147280,CUST_45,Richard Rodgers,Beverages,Item_0_MISC,34.50,2.00,$69.00,Digital Wallet,Online,21/10/2025,UNKNOWN
TXN_5181022,CUST_32,Robert Craig,Milk Products,Item_17_MILK,24.74,9.00,$222.66,CreditCard,In-store,10/11/2025,UNKNOWN
TXN_3082526,CUST_01,Jillian Cunningham,Milk Products,Item_0_MISC,32.77,8.00,$262.16,CreditCard,Online,25/04/2023,TRUE
TXN_6779545,CUST_22,Mrs. Julie Matthews,Beverages,Item_15_BEV,7.38,8.00,$59.04,Cash,Online,13/05/2024,UNKNOWN
TXN_1570849,CUST_15,Kyle Flores,Butchers,Item_13_BUT,8.76,10.00,$87.60,Credit Card,In-store,08/09/2023,FALSE
TXN_8856519,CUST_43,Mr. Thomas Hernandez,Furniture,UNKNOWN,15.95,1.00,$15.95,CreditCard,In-store,17/03/2026,UNKNOWN
TXN_4513765,CUST_28,Carolyn Nolan,Patisserie,Item_0_MISC,30.91,8.00,$247.28,CreditCard,In-store,18/05/2023,UNKNOWN
TXN_7760051,CUST_41,Barry Reynolds,Furniture,Item_16_FUR,34.72,4.00,$138.88,Cash,In-store,27/04/2025,UNKNOWN
TXN_6857585,CUST_18,Michael Young,Patisserie,Item_10_PAT,19.56,7.00,$136.92,Digital Wallet,Online,08/12/2023,TRUE
TXN_8430381,CUST_13,Heidi Porter,Patisserie,Item_0_MISC,22.43,7.00,$157.01,Digital Wallet,In-store,06/02/2024,TRUE
TXN_1306482,CUST_14,Patricia Peterson,Food,UNKNOWN,17.44,1.00,$17.44,Digital Wallet,In-store,03/07/2025,FALSE
TXN_1525075,CUST_43,Linda Aguirre,Beverages,Item_15_BEV,29.60,2.00,$59.20,Credit Card,Online,23/10/2025,FALSE
TXN_6414889,CUST_20,David Velasquez,Butchers,Item_13_BUT,19.01,9.00,$171.09,Digital Wallet,In-store,07/07/2025,TRUE
TXN_6248531,CUST_37,James Anderson,Food,Item_6_FOOD,14.39,6.00,$86.34,Credit Card,Online,25/02/2024,TRUE
TXN_3764104,CUST_17,Benjamin Foster,Milk Products,Item_0_MISC,9.65,4.00,$38.60,Credit Card,Online,12/06/2024,UNKNOWN
TXN_1774462,CUST_40,Kimberly Wang,Patisserie,Item_0_MISC,34.88,2.00,$69.76,Cash,Online,29/02/2024,UNKNOWN
TXN_1869076,CUST_47,Joseph Grant,Beverages,Item_15_BEV,31.69,10.00,$316.90,Digital Wallet,In-store,06/12/2024,TRUE
TXN_1066846,CUST_02,Joshua Dominguez,Butchers,Item_12_BUT,17.04,10.00,$170.40,Digital Wallet,Online,26/12/2023,UNKNOWN
TXN_2522402,CUST_16,Kayla Jones,Milk Products,Item_17_MILK,19.14,1.00,$19.14,CreditCard,In-store,26/07/2024,TRUE
TXN_4078990,CUST_34,Kristen Campbell,Patisserie,Item_0_MISC,11.36,8.00,$90.88,CreditCard,In-store,09/04/2024,TRUE
TXN_5953063,CUST_25,Chad Romero,Beverages,Item_0_MISC,7.22,6.00,$43.32,Credit Card,In-store,03/10/2024,UNKNOWN
TXN_4368200,CUST_15,Danielle Hendricks,Milk Products,Item_0_MISC,23.13,7.00,$161.91,Digital Wallet,Online,31/10/2025,TRUE
TXN_1477404,CUST_17,Amanda Eaton,Patisserie,Item_0_MISC,20.55,6.00,$123.30,Cash,Online,21/10/2023,UNKNOWN
TXN_4783319,CUST_46,Larry Nguyen,Butchers,Item_13_BUT,14.15,2.00,$28.30,Credit Card,In-store,18/08/2024,TRUE
TXN_8697159,CUST_10,Billy Deleon,Milk Products,Item_17_MILK,27.03,7.00,$189.21,Cash,In-store,25/06/2024,UNKNOWN
TXN_1203256,CUST_48,Lisa Porter,Furniture,Item_16_FUR,10.59,1.00,$10.59,Credit Card,Online,26/08/2023,FALSE
TXN_2351167,CUST_37,Donald Kramer,Milk Products,Item_0_MISC,7.38,10.00,$73.80,Digital Wallet,Online,09/06/2024,TRUE
TXN_9347563,CUST_13,Mitchell Sparks,Food,Item_0_MISC,6.06,8.00,$48.48,CreditCard,In-store,22/01/2026,FALSE
TXN_9017904,CUST_13,Kelly White,Milk Products,Item_0_MISC,9.92,7.00,$69.44,Digital Wallet,In-store,30/01/2024,TRUE
TXN_7765468,CUST_06,Jason Thompson,Patisserie,Item_11_PAT,22.85,3.00,$68.55,CreditCard,In-store,14/01/2025,FALSE
TXN_1783310,CUST_10,Billy Davis,Patisserie,Item_11_PAT,28.65,8.00,$229.20,Digital Wallet,In-store,08/01/2026,FALSE
TXN_6890320,CUST_43,Wendy Webster,Milk Products,Item_0_MISC,32.18,4.00,$128.72,Cash,Online,14/04/2024,FALSE
TXN_6286670,CUST_05,Lisa Dyer,Beverages,Item_16_BEV,34.95,2.00,$69.90,Cash,In-store,29/10/2023,TRUE
TXN_5139778,CUST_04,Jodi Ramirez,Beverages,Item_0_MISC,26.24,7.00,$183.68,Credit Card,Online,14/03/2024,FALSE
TXN_6386810,CUST_24,Peter Mcdaniel,Milk Products,Item_17_MILK,9.29,7.00,$65.03,CreditCard,In-store,07/06/2023,FALSE
TXN_6886568,CUST_16,Deborah Smith,Beverages,Item_0_MISC,30.13,5.00,$150.65,Cash,In-store,23/03/2023,TRUE
TXN_5529994,CUST_48,Jeff Meyers,Butchers,Item_12_BUT,11.06,3.00,$33.18,CreditCard,Online,29/06/2025,FALSE
TXN_5368155,CUST_46,Patricia Bishop,Milk Products,Item_0_MISC,5.67,9.00,$51.03,Digital Wallet,In-store,19/03/2026,UNKNOWN
TXN_5059884,CUST_05,Curtis Wilson,Beverages,Item_15_BEV,32.12,8.00,$256.96,Credit Card,Online,19/05/2025,TRUE
TXN_5782378,CUST_01,David Johnson,Milk Products,Item_17_MILK,29.09,4.00,$116.36,Credit Card,Online,02/03/2026,TRUE
TXN_1453408,CUST_35,Victoria Simmons,Butchers,Item_12_BUT,17.86,4.00,$71.44,Digital Wallet,In-store,11/07/2025,UNKNOWN
TXN_2535887,CUST_25,Rhonda Ellis,Milk Products,Item_17_MILK,8.16,5.00,$40.80,Digital Wallet,Online,19/09/2025,FALSE
TXN_1259147,CUST_38,Gregory Simmons,Patisserie,Item_0_MISC,7.29,5.00,$36.45,Cash,Online,24/11/2023,UNKNOWN
TXN_9820661,CUST_06,Mariah Boone,Patisserie,Item_0_MISC,19.92,3.00,$59.76,Credit Card,Online,17/08/2024,TRUE
TXN_2080045,CUST_13,Veronica Sutton,Milk Products,Item_17_MILK,32.27,8.00,$258.16,Credit Card,Online,21/02/2026,TRUE
TXN_3938130,CUST_11,Justin Curtis,Patisserie,Item_11_PAT,9.55,10.00,$95.50,Digital Wallet,Online,09/11/2023,FALSE
TXN_5789147,CUST_09,Carol White,Butchers,Item_13_BUT,11.41,1.00,$11.41,Credit Card,Online,31/12/2023,TRUE
TXN_3590194,CUST_15,Shawn Woods,Milk Products,Item_18_MILK,22.92,1.00,$22.92,Digital Wallet,In-store,24/11/2025,UNKNOWN
TXN_1735081,CUST_36,Jason Reid,Furniture,Item_17_FUR,15.97,1.00,$15.97,CreditCard,Online,23/03/2025,UNKNOWN
TXN_1841434,CUST_18,Lisa Travis,Beverages,Item_15_BEV,27.18,3.00,$81.54,Digital Wallet,In-store,10/07/2024,UNKNOWN
TXN_8461978,CUST_45,Rebecca Nixon,Furniture,Item_17_FUR,18.86,7.00,$132.02,Cash,In-store,03/11/2025,UNKNOWN
TXN_6682648,CUST_01,Kyle Olson,Patisserie,Item_11_PAT,7.36,9.00,$66.24,Digital Wallet,In-store,07/02/2025,FALSE
TXN_4392331,CUST_40,Brenda Shelton,Patisserie,Item_10_PAT,22.88,8.00,$183.04,Credit Card,Online,26/10/2024,TRUE
TXN_3054807,CUST_14,William Olson,Food,Item_0_MISC,23.17,7.00,$162.19,CreditCard,Online,06/10/2025,TRUE
TXN_5276566,CUST_09,William Johnson,Beverages,Item_16_BEV,30.27,10.00,$302.70,CreditCard,In-store,26/06/2024,TRUE
TXN_6259851,CUST_20,Elizabeth Contreras,Food,Item_0_MISC,17.90,5.00,$89.50,Cash,Online,08/04/2024,UNKNOWN
TXN_1217464,CUST_11,Monica Thomas,Furniture,Item_17_FUR,5.99,9.00,$53.91,Credit Card,In-store,17/12/2023,FALSE
TXN_7677838,CUST_23,Rachel Jones,Butchers,Item_13_BUT,32.71,3.00,$98.13,Cash,In-store,25/04/2025,UNKNOWN
TXN_3502479,CUST_07,Jamie Garcia,Milk Products,Item_0_MISC,31.27,1.00,$31.27,Credit Card,Online,02/01/2024,UNKNOWN
TXN_1898299,CUST_30,Jill Walters,Butchers,Item_12_BUT,33.84,9.00,$304.56,Cash,In-store,21/01/2025,UNKNOWN
TXN_3159349,CUST_05,Scott Ramirez,Beverages,Item_16_BEV,10.41,8.00,$83.28,Credit Card,Online,21/05/2025,TRUE
TXN_5193627,CUST_24,Richard Phillips,Milk Products,Item_0_MISC,17.07,2.00,$34.14,Digital Wallet,Online,24/02/2025,TRUE
TXN_5284882,CUST_29,Joshua Moore,Milk Products,Item_0_MISC,30.99,1.00,$30.99,CreditCard,In-store,15/11/2024,FALSE
TXN_4718782,CUST_50,Jason Chapman,Beverages,Item_15_BEV,30.01,4.00,$120.04,CreditCard,In-store,01/12/2024,FALSE
TXN_4787094,CUST_25,Madison Yates,Food,Item_6_FOOD,29.78,6.00,$178.68,CreditCard,Online,22/03/2023,TRUE
TXN_5861559,CUST_50,Lawrence Miller,Milk Products,Item_0_MISC,26.48,9.00,$238.32,CreditCard,Online,02/01/2024,TRUE
TXN_8215355,CUST_07,Lindsey Welch,Butchers,Item_12_BUT,18.15,5.00,$90.75,Digital Wallet,In-store,25/02/2025,TRUE
TXN_8664007,CUST_13,Pamela Harding,Patisserie,Item_11_PAT,6.48,1.00,$6.48,Digital Wallet,Online,16/05/2025,TRUE
TXN_3346094,CUST_45,Jaime Bowen,Furniture,Item_17_FUR,20.33,2.00,$40.66,Digital Wallet,In-store,10/06/2023,TRUE
TXN_6539172,CUST_35,Patrick Garza,Food,Item_0_MISC,31.24,2.00,$62.48,Credit Card,In-store,29/10/2023,UNKNOWN
TXN_9563799,CUST_41,Lori Guzman,Beverages,Item_0_MISC,27.58,7.00,$193.06,Digital Wallet,Online,01/12/2023,UNKNOWN
TXN_5399305,CUST_48,Philip Francis,Butchers,Item_12_BUT,32.88,7.00,$230.16,Credit Card,In-store,16/05/2024,TRUE
TXN_7058024,CUST_16,Robert Benitez,Butchers,Item_12_BUT,25.19,3.00,$75.57,CreditCard,Online,22/01/2024,TRUE
TXN_3700967,CUST_42,Dustin Madden,Butchers,Item_12_BUT,18.91,10.00,$189.10,Digital Wallet,In-store,05/03/2025,TRUE
TXN_5493645,CUST_06,Brandon Serrano,Butchers,Item_13_BUT,27.70,6.00,$166.20,Digital Wallet,In-store,09/11/2024,UNKNOWN
TXN_4329872,CUST_37,Walter Rodriguez,Butchers,Item_12_BUT,27.00,10.00,$270.00,Cash,In-store,15/10/2025,FALSE
TXN_5484802,CUST_48,Jordan Lang,Butchers,Item_12_BUT,10.96,7.00,$76.72,Cash,In-store,20/09/2023,TRUE
TXN_4680093,CUST_41,Andrew Odom,Butchers,Item_12_BUT,26.56,5.00,$132.80,Cash,Online,25/12/2024,FALSE
TXN_7389265,CUST_19,Zachary Murphy,Patisserie,Item_11_PAT,32.20,9.00,$289.80,Credit Card,In-store,21/06/2023,FALSE
TXN_8504473,CUST_21,Luis Smith,Food,Item_0_MISC,5.05,10.00,$50.50,CreditCard,In-store,29/11/2025,UNKNOWN
TXN_8774343,CUST_39,Albert Miller,Beverages,Item_15_BEV,23.03,9.00,$207.27,Credit Card,Online,05/12/2024,UNKNOWN
TXN_5799228,CUST_47,Julian Lewis,Food,Item_0_MISC,33.79,8.00,$270.32,Cash,Online,04/10/2024,FALSE
TXN_7795425,CUST_09,Stephen Owens,Food,UNKNOWN,33.11,4.00,$132.44,Credit Card,Online,22/05/2025,TRUE
TXN_7138917,CUST_15,Gary Maldonado,Patisserie,Item_0_MISC,12.14,6.00,$72.84,Cash,Online,17/04/2025,FALSE
TXN_5842974,CUST_15,Amanda Gutierrez,Milk Products,Item_17_MILK,14.52,8.00,$116.16,Digital Wallet,Online,10/04/2024,UNKNOWN
TXN_3139109,CUST_28,Courtney Booker,Food,UNKNOWN,19.30,3.00,$57.90,Credit Card,In-store,14/05/2025,TRUE
TXN_4893700,CUST_05,Karen Henderson,Beverages,Item_15_BEV,28.57,2.00,$57.14,Digital Wallet,In-store,11/08/2025,UNKNOWN
TXN_2755995,CUST_39,Rachel Harris,Food,Item_2_FOOD,11.99,7.00,$83.93,Cash,In-store,20/11/2024,UNKNOWN
TXN_3080197,CUST_31,Tammy Banks,Milk Products,Item_0_MISC,34.38,2.00,$68.76,CreditCard,In-store,03/11/2024,UNKNOWN
TXN_2223284,CUST_04,Emily Blake,Patisserie,Item_0_MISC,28.84,4.00,$115.36,Digital Wallet,Online,23/12/2023,TRUE
TXN_8245099,CUST_15,Eric Foster,Furniture,Item_17_FUR,5.55,5.00,$27.75,Cash,Online,22/05/2024,UNKNOWN
TXN_1755608,CUST_25,Sydney Flores,Patisserie,Item_10_PAT,32.36,10.00,$323.60,Digital Wallet,Online,05/01/2024,TRUE
TXN_7288668,CUST_18,Susan Richardson,Furniture,Item_17_FUR,13.93,9.00,$125.37,Cash,Online,19/06/2024,FALSE
TXN_8314265,CUST_32,Robert Johnson,Furniture,Item_17_FUR,19.62,4.00,$78.48,CreditCard,In-store,18/02/2025,TRUE
TXN_8276162,CUST_50,Andrew Wilkinson,Butchers,Item_12_BUT,24.40,10.00,$244.00,Credit Card,In-store,07/05/2024,UNKNOWN
TXN_3385891,CUST_07,Marcus Patton,Patisserie,Item_0_MISC,26.81,3.00,$80.43,Digital Wallet,In-store,10/11/2023,TRUE
TXN_2354248,CUST_41,Mario Travis,Food,Item_6_FOOD,12.39,1.00,$12.39,Digital Wallet,Online,10/12/2023,FALSE
TXN_6502719,CUST_02,Barbara Williams,Furniture,Item_17_FUR,24.50,9.00,$220.50,Credit Card,In-store,03/11/2025,UNKNOWN
TXN_5554460,CUST_48,Nicholas Keller,Food,Item_0_MISC,23.87,9.00,$214.83,Digital Wallet,In-store,10/09/2024,UNKNOWN
TXN_8526659,CUST_44,Alyssa Young,Furniture,Item_17_FUR,9.09,7.00,$63.63,Digital Wallet,Online,20/01/2024,TRUE
TXN_1454312,CUST_33,Rebecca Alvarado,Furniture,Item_17_FUR,16.46,7.00,$115.22,Credit Card,Online,14/08/2023,UNKNOWN
TXN_7063458,CUST_44,Joseph Reynolds,Milk Products,Item_18_MILK,26.55,3.00,$79.65,Digital Wallet,In-store,09/04/2024,UNKNOWN
TXN_7914227,CUST_15,Blake Petty,Food,Item_0_MISC,25.42,9.00,$228.78,Digital Wallet,Online,15/11/2024,UNKNOWN
TXN_7154958,CUST_03,Melinda Davis,Furniture,Item_17_FUR,21.66,3.00,$64.98,Credit Card,In-store,08/02/2025,UNKNOWN
TXN_5252147,CUST_22,Joel Allen,Food,Item_0_MISC,16.75,7.00,$117.25,Digital Wallet,In-store,02/02/2024,UNKNOWN
TXN_5900772,CUST_47,Scott Jacobson,Milk Products,Item_18_MILK,20.10,6.00,$120.60,Digital Wallet,Online,19/10/2023,TRUE
TXN_6880023,CUST_25,Dawn Chung,Food,Item_0_MISC,13.76,3.00,$41.28,Cash,In-store,11/10/2024,FALSE
TXN_1095798,CUST_19,Mr. Timothy Bowman,Milk Products,Item_0_MISC,5.25,4.00,$21.00,Digital Wallet,Online,21/06/2025,FALSE
TXN_3738213,CUST_26,James Perkins,Butchers,Item_12_BUT,25.23,4.00,$100.92,CreditCard,Online,12/02/2026,UNKNOWN
TXN_5489624,CUST_17,Sara Cortez,Food,Item_1_FOOD,19.66,6.00,$117.96,CreditCard,In-store,13/02/2024,UNKNOWN
TXN_6955920,CUST_33,Andres Smith,Butchers,Item_13_BUT,28.77,3.00,$86.31,Digital Wallet,In-store,18/12/2023,UNKNOWN
TXN_8557205,CUST_18,Tony Lara,Furniture,Item_17_FUR,6.11,8.00,$48.88,Digital Wallet,Online,14/07/2025,FALSE
TXN_8186410,CUST_06,Allison Oconnor,Butchers,Item_12_BUT,15.41,9.00,$138.69,CreditCard,Online,15/10/2024,FALSE
TXN_2678813,CUST_19,Michelle Herman,Food,Item_2_FOOD,21.14,3.00,$63.42,Digital Wallet,Online,12/05/2024,UNKNOWN
TXN_8208486,CUST_07,Morgan Rodriguez,Milk Products,Item_17_MILK,9.70,1.00,$9.70,Cash,In-store,09/06/2025,TRUE
TXN_5590138,CUST_44,Brittany Lopez,Beverages,Item_0_MISC,15.84,3.00,$47.52,Cash,Online,27/08/2025,TRUE
TXN_5488571,CUST_48,Hayley Lucas,Patisserie,Item_0_MISC,18.19,5.00,$90.95,Digital Wallet,In-store,21/03/2024,UNKNOWN
TXN_2147332,CUST_08,David Gill,Milk Products,Item_0_MISC,7.47,8.00,$59.76,Cash,Online,16/07/2025,FALSE
TXN_6873385,CUST_42,Marc Brown,Butchers,Item_12_BUT,31.46,8.00,$251.68,Digital Wallet,In-store,29/04/2023,TRUE
TXN_6920522,CUST_46,Mary Jones,Milk Products,Item_17_MILK,16.46,9.00,$148.14,CreditCard,In-store,24/02/2024,UNKNOWN
TXN_2472974,CUST_45,Timothy Evans,Beverages,Item_0_MISC,8.47,4.00,$33.88,Digital Wallet,In-store,14/08/2023,TRUE
TXN_4591520,CUST_46,Paula Anderson,Food,Item_2_FOOD,33.93,6.00,$203.58,Cash,In-store,19/05/2025,TRUE
TXN_2917015,CUST_32,Daryl Rodgers,Patisserie,Item_10_PAT,26.30,2.00,$52.60,Digital Wallet,In-store,15/08/2024,TRUE
TXN_6212515,CUST_42,Vickie Avila,Beverages,Item_0_MISC,10.76,8.00,$86.08,Cash,In-store,28/09/2024,UNKNOWN
TXN_2726605,CUST_21,Denise Randall,Beverages,Item_15_BEV,12.73,10.00,$127.30,CreditCard,Online,20/12/2023,TRUE
TXN_2655129,CUST_27,Jason Wells,Beverages,Item_16_BEV,33.17,2.00,$66.34,CreditCard,Online,12/05/2024,TRUE
TXN_1872934,CUST_25,Diane Williams,Food,Item_1_FOOD,27.59,2.00,$55.18,Digital Wallet,Online,10/04/2025,TRUE
TXN_9122468,CUST_02,Ashley Williams,Furniture,Item_16_FUR,9.07,3.00,$27.21,Cash,In-store,09/06/2024,FALSE
TXN_3525072,CUST_46,Jacqueline Gonzalez,Butchers,Item_13_BUT,19.04,5.00,$95.20,Digital Wallet,In-store,05/05/2023,TRUE
TXN_6751469,CUST_50,Phillip Savage,Food,Item_1_FOOD,22.52,5.00,$112.60,Digital Wallet,In-store,19/06/2023,UNKNOWN
TXN_7675408,CUST_36,Audrey Boyer,Beverages,Item_0_MISC,25.06,9.00,$225.54,Credit Card,In-store,28/10/2023,UNKNOWN
TXN_3276064,CUST_36,Johnny Moore,Patisserie,Item_10_PAT,5.96,5.00,$29.80,CreditCard,Online,11/12/2024,FALSE
TXN_6148139,CUST_23,Angela Shaw,Food,Item_0_MISC,20.99,6.00,$125.94,Digital Wallet,Online,02/06/2023,FALSE
TXN_5055846,CUST_26,Leslie Nichols,Patisserie,Item_0_MISC,23.48,5.00,$117.40,Digital Wallet,Online,24/08/2025,UNKNOWN
TXN_3082652,CUST_42,Michael Henderson,Food,Item_6_FOOD,20.98,1.00,$20.98,Cash,Online,27/06/2024,UNKNOWN
TXN_9217603,CUST_35,Bryan Montoya,Food,Item_0_MISC,20.72,8.00,$165.76,Digital Wallet,Online,02/12/2025,FALSE
TXN_5034032,CUST_45,Thomas Mcdonald,Butchers,Item_12_BUT,27.59,3.00,$82.77,Credit Card,Online,02/06/2025,TRUE
TXN_5763276,CUST_50,Andrew Hernandez,Beverages,UNKNOWN,12.64,2.00,$25.28,Credit Card,Online,08/05/2025,FALSE
TXN_2620013,CUST_21,Michelle Horne,Food,Item_0_MISC,29.43,10.00,$294.30,Digital Wallet,Online,14/01/2025,TRUE
TXN_7234038,CUST_10,Mary Wolfe,Beverages,Item_15_BEV,23.23,4.00,$92.92,Credit Card,In-store,17/09/2025,TRUE
TXN_7753645,CUST_11,Vanessa Garcia,Milk Products,Item_17_MILK,33.80,1.00,$33.80,Digital Wallet,In-store,28/06/2025,TRUE
TXN_7268634,CUST_10,Colleen Miller,Milk Products,Item_17_MILK,9.42,6.00,$56.52,Digital Wallet,In-store,23/08/2024,TRUE
TXN_8553263,CUST_06,Desiree Jones,Butchers,Item_12_BUT,22.98,4.00,$91.92,Digital Wallet,Online,02/04/2024,FALSE
TXN_5793036,CUST_33,Michael Morris,Milk Products,Item_18_MILK,14.44,5.00,$72.20,Digital Wallet,In-store,23/02/2026,FALSE
TXN_4975354,CUST_35,Dr. Danielle Miller,Patisserie,Item_11_PAT,13.57,4.00,$54.28,Digital Wallet,In-store,29/12/2023,TRUE
TXN_3170120,CUST_07,Michelle Delacruz,Butchers,UNKNOWN,33.53,10.00,$335.30,Credit Card,In-store,18/08/2024,TRUE
TXN_7952640,CUST_28,Anthony Mckinney,Beverages,Item_0_MISC,18.26,5.00,$91.30,Cash,In-store,09/07/2023,FALSE
TXN_2657515,CUST_17,Jeffrey Warren,Patisserie,Item_0_MISC,21.97,9.00,$197.73,Digital Wallet,Online,04/02/2024,FALSE
TXN_8986210,CUST_50,Olivia Sosa,Patisserie,Item_0_MISC,12.29,6.00,$73.74,Digital Wallet,Online,07/05/2024,UNKNOWN
TXN_5743507,CUST_41,Kevin Sawyer,Patisserie,Item_11_PAT,27.34,5.00,$136.70,Digital Wallet,Online,05/12/2025,TRUE
TXN_1618866,CUST_18,Cassidy Gardner,Butchers,Item_12_BUT,19.88,7.00,$139.16,Digital Wallet,In-store,01/02/2025,TRUE
TXN_1254744,CUST_48,Bruce Cochran,Patisserie,Item_0_MISC,12.25,8.00,$98.00,Digital Wallet,Online,15/09/2025,TRUE
